Timestamp,DO Value
2024-07-30 16:43:31,189.68065872640932
2024-07-30 16:43:31,189.68065872640932
2024-07-30 16:43:31,189.68065872640932
2024-07-30 16:43:31,189.68065872640932
2024-07-30 16:43:31,189.68065872640932
2024-07-30 16:43:32,189.68065872640932
2024-07-30 16:43:32,189.68065872640932
2024-07-30 16:43:32,189.68065872640932
2024-07-30 16:43:32,189.68065872640932
2024-07-30 16:43:32,189.68065872640932
2024-07-30 16:43:32,189.68065872640932
2024-07-30 16:43:32,189.68065872640932
2024-07-30 16:43:33,189.68065872640932
2024-07-30 16:43:33,189.68065872640932
2024-07-30 16:43:33,189.68065872640932
2024-07-30 16:43:33,189.68065872640932
2024-07-30 16:43:33,189.68065872640932
2024-07-30 16:43:33,189.68065872640932
2024-07-30 16:43:33,189.68065872640932
2024-07-30 16:43:34,189.68065872640932
2024-07-30 16:43:34,189.68065872640932
2024-07-30 16:43:34,189.68065872640932
2024-07-30 16:43:34,189.68065872640932
2024-07-30 16:43:34,189.68065872640932
2024-07-30 16:43:34,189.68065872640932
2024-07-30 16:43:35,189.68065872640932
2024-07-30 16:43:35,189.68065872640932
2024-07-30 16:43:35,189.68065872640932
